"Finance.Code","Sq..Ft.","Sales.Price","DOM","Street.#","Street.Name","Closed.Date","sale_type","address"
"Cash Sale",1764,135000,23,"6218","GREENVIEW",45110,"single family","6218 GREENVIEW"
"CONV Sale",1774,145000,54,"16616","MUIRLAND",45110,"single family","16616 MUIRLAND"
"Cash Sale",554,24000,9,"19965","NORTHLAWN",45112,"single family","19965 NORTHLAWN"
"Cash Sale",1200,55000,2,"19490","CLIFF",45112,"single family","19490 CLIFF"
"Cash Sale",1122,75000,140,"9600","BEAVERLAND",45112,"single family","9600 BEAVERLAND"
"Cash Sale",1228,76900,15,"5086","ALTER",45112,"single family","5086 ALTER"
"CONV Sale",1304,80000,67,"16685","FREELAND",45112,"single family","16685 FREELAND"
"Cash Sale",1096,110000,35,"6851","WOODMONT",45112,"single family","6851 WOODMONT"
"CONV Sale",1246,126500,14,"6486","EVERGREEN",45112,"single family","6486 EVERGREEN"
"FHA Sale",1275,129000,3,"20245","SORRENTO",45112,"single family","20245 SORRENTO"
"Other Sale",3558,130000,140,"246","CHANDLER",45112,"single family","246 CHANDLER"
"CONV Sale",1303,193000,8,"3863","Casmere",45112,"single family","3863 Casmere"
"CONV Sale",2349,240000,63,"7154","THATCHER",45112,"single family","7154 THATCHER"
"CONV Sale",3237,353000,22,"2769","Oakman",45112,"single family","2769 Oakman"
"Cash Sale",864,17500,20,"16128","DEXTER",45113,"single family","16128 DEXTER"
"Cash Sale",1180,30000,29,"11351","METTETAL",45113,"single family","11351 METTETAL"
"Cash Sale",796,35000,13,"20188","REVERE",45113,"single family","20188 REVERE"
"Cash Sale",1142,38000,37,"15082","TROESTER",45113,"single family","15082 TROESTER"
"Cash Sale",1166,52000,26,"20049","SUNSET",45113,"single family","20049 SUNSET"
"Cash Sale",1156,55000,13,"20000","HANNA",45113,"single family","20000 HANNA"
"FHA Sale",910,65000,38,"19493","PREVOST",45113,"single family","19493 PREVOST"
"Cash Sale",1028,80000,9,"5568","BLUEHILL",45113,"single family","5568 BLUEHILL"
"CONV Sale",909,80000,12,"19330","CHICAGO",45113,"single family","19330 CHICAGO"
"Cash Sale",965,85000,58,"6510","VAUGHAN",45113,"single family","6510 VAUGHAN"
"FHA Sale",768,90000,0,"19404","Moross",45113,"single family","19404 Moross"
"CONV Sale",1028,95000,7,"19327","MONTROSE",45113,"single family","19327 MONTROSE"
"CONV Sale",1073,107000,44,"16531","SAINT MARYS",45113,"single family","16531 SAINT MARYS"
"CONV Sale",1120,128000,5,"18474","WINSTON",45113,"single family","18474 WINSTON"
"CONV Sale",1481,225000,12,"14430","GLASTONBURY",45113,"single family","14430 GLASTONBURY"
"CONV Sale",2250,240000,53,"275","WOODLAND",45113,"single family","275 WOODLAND"
"CONV Sale",1934,265000,7,"16515","Rosemont",45113,"single family","16515 Rosemont"
"CONV Sale",2061,405000,138,"4154","ARETHA",45113,"single family","4154 ARETHA"
"Cash Sale",808,10000,16,"15210","ROSSINI",45114,"single family","15210 ROSSINI"
"Cash Sale",957,19900,5,"9317","COYLE",45114,"single family","9317 COYLE"
"Cash Sale",1036,25000,8,"11408","Abington",45114,"single family","11408 Abington"
"Cash Sale",864,33000,105,"20063","SCHAEFER",45114,"single family","20063 SCHAEFER"
"Cash Sale",980,39900,4,"9208","BRAILE",45114,"single family","9208 BRAILE"
"Cash Sale",1623,40000,6,"15003","MANOR",45114,"single family","15003 MANOR"
"Cash Sale",945,40000,53,"11696","WAYBURN",45114,"single family","11696 WAYBURN"
"Cash Sale",730,49000,34,"6267","FAUST",45114,"single family","6267 FAUST"
"Cash Sale",871,64000,33,"8242","BRACE",45114,"single family","8242 BRACE"
"CONV Sale",792,79000,35,"9936","SUSSEX",45114,"single family","9936 SUSSEX"
"Cash Sale",1354,81000,80,"7744","METTETAL",45114,"single family","7744 METTETAL"
"FHA Sale",1294,85000,40,"14772","STATE FAIR",45114,"single family","14772 STATE FAIR"
"CONV Sale",958,85000,177,"20060","GILCHRIST",45114,"single family","20060 GILCHRIST"
"Other Sale",1050,93000,261,"16010","EASTWOOD",45114,"single family","16010 EASTWOOD"
"FHA Sale",1573,97000,103,"3226","OUTER",45114,"single family","3226 OUTER"
"CONV Sale",960,97200,36,"19713","SANTA ROSA",45114,"single family","19713 SANTA ROSA"
"CONV Sale",1256,109000,35,"20242","FORRER",45114,"single family","20242 FORRER"
"FHA Sale",1029,110000,38,"17446","Woodbine",45114,"single family","17446 Woodbine"
"Cash Sale",832,115000,69,"12644","MORAN",45114,"single family","12644 MORAN"
"Cash Sale",1301,115000,38,"18260","LESURE",45114,"single family","18260 LESURE"
"FHA Sale",1558,120000,6,"14400","FREELAND",45114,"single family","14400 FREELAND"
"Cash Sale",1475,123000,39,"8059","WARD",45114,"single family","8059 WARD"
"Cash Sale",2270,129000,20,"5115","BURNS",45114,"single family","5115 BURNS"
"FHA Sale",1438,130000,10,"15369","Ohio",45114,"single family","15369 Ohio"
"Contract",1569,134500,55,"18920","BERDEN",45114,"single family","18920 BERDEN"
"CONV Sale",1080,150000,6,"8833","CHAMBERLAIN",45114,"single family","8833 CHAMBERLAIN"
"CONV Sale",2112,150000,57,"16232","KENTUCKY",45114,"single family","16232 KENTUCKY"
"CONV Sale",1506,175000,9,"13121","MCDOUGALL",45114,"single family","13121 MCDOUGALL"
"Cash Sale",1903,185000,9,"5069","KENSINGTON",45114,"single family","5069 KENSINGTON"
"CONV Sale",1350,189900,27,"13966","Warwick",45114,"single family","13966 Warwick"
"CONV Sale",2116,212000,20,"7016","THATCHER",45114,"single family","7016 THATCHER"
"CONV Sale",1772,215000,7,"18411","NORTHLAWN",45114,"single family","18411 NORTHLAWN"
"CONV Sale",1720,270000,47,"4106","Clippert",45114,"single family","4106 Clippert"
"FHA Sale",1950,3e+05,21,"455","Alger",45114,"single family","455 Alger"
"Cash Sale",868,30000,31,"20067","SCHAEFER",45117,"single family","20067 SCHAEFER"
"Cash Sale",1153,34505,13,"15613","EASTWOOD",45117,"single family","15613 EASTWOOD"
"Cash Sale",930,40900,5,"6446","VAUGHAN",45117,"single family","6446 VAUGHAN"
"Cash Sale",978,45000,12,"16121","PARKWAY",45117,"single family","16121 PARKWAY"
"Cash Sale",1817,50000,0,"11700","ROBSON",45117,"single family","11700 ROBSON"
"CONV Sale",952,53000,115,"10835","MARNE",45117,"single family","10835 MARNE"
"CONV Sale",946,60000,15,"8458","STAHELIN",45117,"single family","8458 STAHELIN"
"Cash Sale",1750,65000,5,"2550","LA SALLE",45117,"single family","2550 LA SALLE"
"Cash Sale",1205,70000,8,"9509","OUTER",45117,"single family","9509 OUTER"
"CONV Sale",1207,74000,115,"1972","ANNABELLE",45117,"single family","1972 ANNABELLE"
"CONV Sale",1274,80000,25,"19773","AVON",45117,"single family","19773 AVON"
"FHA Sale",1260,83000,20,"15897","HOLMUR",45117,"single family","15897 HOLMUR"
"CONV Sale",1100,110000,38,"17565","FREELAND",45117,"single family","17565 FREELAND"
"Cash Sale",1412,115000,27,"19250","YONKA",45117,"single family","19250 YONKA"
"FHA Sale",1868,165000,15,"16156","WOODINGHAM",45117,"single family","16156 WOODINGHAM"
"FHA Sale",1336,187500,6,"5774","Yorkshire",45117,"single family","5774 Yorkshire"
"CONV Sale",1222,190000,62,"1490","Philadelphia",45117,"single family","1490 Philadelphia"
"CONV Sale",1673,240000,0,"3323","CARPENTER",45117,"single family","3323 CARPENTER"
"Cash Sale",1375,9000,19,"2551","FULLERTON",45118,"single family","2551 FULLERTON"
"Cash Sale",950,17000,8,"16239","SCHAEFER",45118,"single family","16239 SCHAEFER"
"Cash Sale",1303,26000,59,"18851","HASSE",45118,"single family","18851 HASSE"
"Cash Sale",2094,47000,5,"8550","KENTUCKY",45118,"single family","8550 KENTUCKY"
"CONV Sale",910,71000,3,"17540","MAINE",45118,"single family","17540 MAINE"
"Cash Sale",827,73000,8,"18291","ILENE",45118,"single family","18291 ILENE"
"Other Sale",1270,75000,8,"18292","GRIGGS",45118,"single family","18292 GRIGGS"
"Cash Sale",1211,85000,17,"18300","FREELAND",45118,"single family","18300 FREELAND"
"Cash Sale",1066,85000,273,"11660","DWYER",45118,"single family","11660 DWYER"
"Cash Sale",2618,90000,68,"1066","GRAND",45118,"single family","1066 GRAND"
"Contract",1505,95000,72,"13535","SAINT MARYS",45118,"single family","13535 SAINT MARYS"
"CONV Sale",1297,95000,12,"20232","GREENVIEW",45118,"single family","20232 GREENVIEW"
"CONV Sale",1210,117000,6,"18475","MENDOTA",45118,"single family","18475 MENDOTA"
"CONV Sale",1329,134900,7,"14603","LONGACRE",45118,"single family","14603 LONGACRE"
"CONV Sale",1478,142000,221,"15490","MONTE VISTA",45118,"single family","15490 MONTE VISTA"
"CONV Sale",1056,144900,20,"19791","WINTHROP",45118,"single family","19791 WINTHROP"
"Cash Sale",2784,160000,12,"545","PHILIP",45118,"single family","545 PHILIP"
"FHA Sale",2000,175000,1,"17227","ANNCHESTER",45118,"single family","17227 ANNCHESTER"
"CONV Sale",1702,178000,191,"8699","Outer",45118,"single family","8699 Outer"
"FHA Sale",2000,250000,10,"19137","GAINSBOROUGH",45118,"single family","19137 GAINSBOROUGH"
"CONV Sale",1551,260000,83,"2511","Baldwin",45118,"single family","2511 Baldwin"
"CONV Sale",2682,305000,60,"7850","VAN DYKE",45118,"single family","7850 VAN DYKE"
"Cash Sale",750,27000,20,"10034","GRAYTON",45119,"single family","10034 GRAYTON"
"Cash Sale",804,32000,137,"9967","STAHELIN",45119,"single family","9967 STAHELIN"
"Cash Sale",973,57500,10,"20221","VEACH",45119,"single family","20221 VEACH"
"Cash Sale",960,60000,20,"8691","PATTON",45119,"single family","8691 PATTON"
"Cash Sale",1038,74500,13,"11524","BALFOUR",45119,"single family","11524 BALFOUR"
"CONV Sale",1380,109000,17,"14506","COLLINGHAM",45119,"single family","14506 COLLINGHAM"
"CONV Sale",1002,115000,39,"14279","COYLE",45119,"single family","14279 COYLE"
"CONV Sale",4887,575000,123,"1735","LINCOLNSHIRE",45119,"single family","1735 LINCOLNSHIRE"
"CONV Sale",5554,590000,5,"1490","IROQUOIS",45119,"single family","1490 IROQUOIS"
"Cash Sale",1354,19000,129,"3334","LOTHROP",45120,"single family","3334 LOTHROP"
"Cash Sale",720,45000,3,"6449","SAINT MARYS",45120,"single family","6449 SAINT MARYS"
"Cash Sale",1400,57500,15,"10646","WHITEHILL",45120,"single family","10646 WHITEHILL"
"CONV Sale",1034,67500,13,"18571","VAUGHAN",45120,"single family","18571 VAUGHAN"
"Other Sale",1200,77000,31,"15706","MANNING",45120,"single family","15706 MANNING"
"Other Sale",1077,80000,0,"19761","PREST",45120,"single family","19761 PREST"
"Cash Sale",1891,110000,71,"18600","WISCONSIN",45120,"single family","18600 WISCONSIN"
"CONV Sale",1341,130000,6,"16239","LITTLEFIELD",45120,"single family","16239 LITTLEFIELD"
"Cash Sale",1242,157000,3,"1037","LIVERNOIS",45120,"single family","1037 LIVERNOIS"
"FHA Sale",1549,162000,3,"16636","TRACEY",45120,"single family","16636 TRACEY"
"CONV Sale",1850,282000,24,"18289","OHIO",45120,"single family","18289 OHIO"
"Cash Sale",1444,27000,6,"11326","WARD",45121,"single family","11326 WARD"
"CONV Sale",1068,28900,236,"16544","BURT",45121,"single family","16544 BURT"
"Cash Sale",576,29000,21,"17125","MINNEAPOLIS",45121,"single family","17125 MINNEAPOLIS"
"Cash Sale",696,32000,48,"15856","LAHSER",45121,"single family","15856 LAHSER"
"Cash Sale",2304,35000,1,"12031","STOEPEL",45121,"single family","12031 STOEPEL"
"Cash Sale",844,42500,95,"15861","MONTE VISTA",45121,"single family","15861 MONTE VISTA"
"Cash Sale",844,42500,95,"15857","MONTE VISTA",45121,"single family","15857 MONTE VISTA"
"Cash Sale",849,42500,95,"15860","MONTE VISTA",45121,"single family","15860 MONTE VISTA"
"Cash Sale",848,42500,95,"15856","MONTE VISTA",45121,"single family","15856 MONTE VISTA"
"Cash Sale",944,42500,95,"15774","Meyers",45121,"single family","15774 Meyers"
"Cash Sale",994,42500,95,"15753","Meyers",45121,"single family","15753 Meyers"
"Cash Sale",843,53000,16,"18693","EUREKA",45121,"single family","18693 EUREKA"
"Cash Sale",1612,54000,15,"18935","MANSFIELD",45121,"single family","18935 MANSFIELD"
"CONV Sale",1112,55000,67,"15818","WARD",45121,"single family","15818 WARD"
"CONV Sale",756,60000,7,"6434","ASHTON",45121,"single family","6434 ASHTON"
"Cash Sale",874,62000,8,"9932","Heyden",45121,"single family","9932 Heyden"
"Other Sale",1438,70000,0,"4181","THREE MILE",45121,"single family","4181 THREE MILE"
"FHA Sale",1096,74500,13,"20454","GODDARD",45121,"single family","20454 GODDARD"
"Cash Sale",1232,75000,10,"17591","EDINBOROUGH",45121,"single family","17591 EDINBOROUGH"
"Contract",976,75000,7,"18971","STOUT",45121,"single family","18971 STOUT"
"CONV Sale",904,79500,71,"19957","Asbury Park",45121,"single family","19957 Asbury Park"
"CONV Sale",1810,118000,24,"19785","LITTLEFIELD",45121,"single family","19785 LITTLEFIELD"
"CONV Sale",1186,120000,30,"6790","WINTHROP",45121,"single family","6790 WINTHROP"
"FHA Sale",1319,122000,14,"15335","Pembroke",45121,"single family","15335 Pembroke"
"FHA Sale",1464,125000,9,"23515","KRESS",45121,"single family","23515 KRESS"
"FHA Sale",1326,130000,15,"5760","NOTTINGHAM",45121,"single family","5760 NOTTINGHAM"
"FHA Sale",1248,130000,32,"12377","KENTUCKY",45121,"single family","12377 KENTUCKY"
"Cash Sale",1460,130000,185,"4660","Somerset",45121,"single family","4660 Somerset"
"CONV Sale",1334,137000,33,"5317","COURVILLE",45121,"single family","5317 COURVILLE"
"CONV Sale",1003,138000,39,"12619","HAZELTON",45121,"single family","12619 HAZELTON"
"FHA Sale",750,139900,22,"10526","CURTIS",45121,"single family","10526 CURTIS"
"FHA Sale",1414,140000,25,"15753","BENTLER",45121,"single family","15753 BENTLER"
"CONV Sale",1131,145000,6,"2020","JUNCTION",45121,"single family","2020 JUNCTION"
"CONV Sale",1587,145000,21,"2802","VINEWOOD",45121,"single family","2802 VINEWOOD"
"FHA Sale",1026,149000,12,"19953","OHIO",45121,"single family","19953 OHIO"
"CONV Sale",1307,155000,13,"21793","McCormick",45121,"single family","21793 McCormick"
"CONV Sale",2034,175000,8,"6398","Ironwood",45121,"single family","6398 Ironwood"
"CONV Sale",1933,223000,9,"3801","GLENDALE",45121,"single family","3801 GLENDALE"
"CONV Sale",2148,250000,2,"18674","GAINSBOROUGH",45121,"single family","18674 GAINSBOROUGH"
"Cash Sale",954,36000,0,"20581","STRASBURG",45123,"single family","20581 STRASBURG"
"Cash Sale",920,36000,0,"20544","STRASBURG",45123,"single family","20544 STRASBURG"
"Cash Sale",924,36000,0,"20536","STRASBURG",45123,"single family","20536 STRASBURG"
"Cash Sale",1268,36000,0,"20521","STRASBURG",45123,"single family","20521 STRASBURG"
"Cash Sale",986,36000,0,"20553","STRASBURG",45123,"single family","20553 STRASBURG"
"Cash Sale",1300,31000,46,"19198","GILCHRIST",45124,"single family","19198 GILCHRIST"
"Cash Sale",1080,40000,78,"1567","ALTER",45124,"single family","1567 ALTER"
"Cash Sale",718,45000,8,"19938","JOANN",45124,"single family","19938 JOANN"
"Cash Sale",888,60000,4,"15687","CARLISLE",45124,"single family","15687 CARLISLE"
"FHA Sale",1131,73400,12,"15788","APPOLINE",45124,"single family","15788 APPOLINE"
"FHA Sale",952,80000,6,"18989","ANNCHESTER",45124,"single family","18989 ANNCHESTER"
"CONV Sale",1200,114990,6,"19177","WASHBURN",45124,"single family","19177 WASHBURN"
"Cash Sale",1568,120000,136,"17550","OHIO",45124,"single family","17550 OHIO"
"FHA Sale",1360,128900,8,"20180","WAKEFIELD",45124,"single family","20180 WAKEFIELD"
"FHA Sale",1268,130000,20,"20300","FAUST",45124,"single family","20300 FAUST"
"FHA Sale",1262,135500,9,"15055","PREST",45124,"single family","15055 PREST"
"CONV Sale",1188,140000,2,"5051","GARVIN",45124,"single family","5051 GARVIN"
"CONV Sale",1302,181000,7,"13959","FAUST",45124,"single family","13959 FAUST"
"FHA Sale",1669,258000,8,"14540","STAHELIN",45124,"single family","14540 STAHELIN"
"VA Sale",2367,451000,9,"1800","PARKER",45124,"single family","1800 PARKER"
"Cash Sale",919,32000,3,"11936","VISGER",45125,"single family","11936 VISGER"
"Cash Sale",857,50000,0,"9145","MANOR",45125,"single family","9145 MANOR"
"FHA Sale",968,90000,91,"12801","PAYTON",45125,"single family","12801 PAYTON"
"CONV Sale",950,109900,24,"17695","WOODBINE",45125,"single family","17695 WOODBINE"
"CONV Sale",1124,131500,8,"19751","SAN JUAN",45125,"single family","19751 SAN JUAN"
"CONV Sale",1292,170000,7,"16218","ROSELAWN",45125,"single family","16218 ROSELAWN"
"CONV Sale",1908,185000,74,"17868","BERG",45125,"single family","17868 BERG"
"Other Sale",2859,193000,7,"18450","WILDEMERE",45125,"single family","18450 WILDEMERE"
"FHA Sale",1934,256000,47,"3437","OAKMAN",45125,"single family","3437 OAKMAN"
"Cash Sale",968,3500,18,"20239","BARLOW",45126,"single family","20239 BARLOW"
"Cash Sale",709,30000,10,"20306","Caldwell",45126,"single family","20306 Caldwell"
"Cash Sale",1421,32000,78,"9959","MARK TWAIN",45126,"single family","9959 MARK TWAIN"
"Cash Sale",762,35000,0,"13545","KENTUCKY",45126,"single family","13545 KENTUCKY"
"Cash Sale",990,35000,15,"20535","WALTHAM",45126,"single family","20535 WALTHAM"
"Cash Sale",847,48000,37,"7786","WESTWOOD",45126,"single family","7786 WESTWOOD"
"Cash Sale",1178,51000,47,"7664","OUTER",45126,"single family","7664 OUTER"
"Cash Sale",1765,55000,6,"16516","CHERRYLAWN",45126,"single family","16516 CHERRYLAWN"
"Cash Sale",1393,70000,14,"7420","OUTER",45126,"single family","7420 OUTER"
"Cash Sale",1962,77000,5,"16576","KENTUCKY",45126,"single family","16576 KENTUCKY"
"Cash Sale",1125,86000,53,"16501","Carlisle",45126,"single family","16501 Carlisle"
"FHA Sale",1294,120000,7,"15881","OHIO",45126,"single family","15881 OHIO"
"CONV Sale",1220,143500,7,"16550","LILAC",45126,"single family","16550 LILAC"
"CONV Sale",1630,150000,26,"3045","Carter ",45126,"single family","3045 Carter "
"CONV Sale",1272,150000,11,"19712","LITTLEFIELD",45126,"single family","19712 LITTLEFIELD"
"FHA Sale",1900,165000,12,"16148","WOODINGHAM",45126,"single family","16148 WOODINGHAM"
"Cash Sale",1005,27000,8,"19376","PELKEY",45127,"single family","19376 PELKEY"
"Cash Sale",1252,32000,18,"15643","SPRING GARDEN",45127,"single family","15643 SPRING GARDEN"
"Cash Sale",1478,45000,0,"14215","MARK TWAIN",45127,"single family","14215 MARK TWAIN"
"Cash Sale",1300,52500,310,"212","Englewood",45127,"single family","212 Englewood"
"Cash Sale",1169,60000,5,"9584","OUTER",45127,"single family","9584 OUTER"
"FHA Sale",1334,90000,86,"4315","Pasadena",45127,"single family","4315 Pasadena"
"CONV Sale",1092,110000,6,"20251","STOUT",45127,"single family","20251 STOUT"
"FHA Sale",880,120000,3,"16186","Woodbine",45127,"single family","16186 Woodbine"
"FHA Sale",1420,131000,6,"18067","GRUEBNER",45127,"single family","18067 GRUEBNER"
"CONV Sale",919,145000,34,"9656","Chatham",45127,"single family","9656 Chatham"
"CONV Sale",1556,150000,11,"18411","SANTA ROSA",45127,"single family","18411 SANTA ROSA"
"Cash Sale",1404,180000,4,"14609","ROSEMONT",45127,"single family","14609 ROSEMONT"
"Cash Sale",1981,285000,7,"18605","SANTA ROSA",45127,"single family","18605 SANTA ROSA"
"CONV Sale",1700,815000,113,"649","ALEXANDRINE",45127,"single family","649 ALEXANDRINE"
"Cash Sale",1485,30000,122,"14929","PINEHURST",45128,"single family","14929 PINEHURST"
"Cash Sale",1153,32000,3,"15220","PREVOST",45128,"single family","15220 PREVOST"
"Cash Sale",1140,34900,37,"19660","DWYER",45128,"single family","19660 DWYER"
"Cash Sale",685,37500,13,"13516","GLASTONBURY",45128,"single family","13516 GLASTONBURY"
"FHA Sale",667,49000,27,"15251","STATE FAIR",45128,"single family","15251 STATE FAIR"
"Cash Sale",878,65000,11,"11684","NOTTINGHAM",45128,"single family","11684 NOTTINGHAM"
"Cash Sale",1622,70000,6,"9386","PINEHURST",45128,"single family","9386 PINEHURST"
"Cash Sale",1833,86100,15,"5080","ALTER",45128,"single family","5080 ALTER"
"CONV Sale",1174,99900,161,"841","DRAGOON",45128,"single family","841 DRAGOON"
"CONV Sale",1128,104900,33,"19129","HUBBELL",45128,"single family","19129 HUBBELL"
"FHA Sale",809,125000,9,"20461","PINEHURST",45128,"single family","20461 PINEHURST"
"CONV Sale",1746,140000,12,"3988","GUILFORD",45128,"single family","3988 GUILFORD"
"CONV Sale",1372,149900,22,"15723","GRIGGS",45128,"single family","15723 GRIGGS"
"CONV Sale",1274,150000,17,"6116","FARMBROOK",45128,"single family","6116 FARMBROOK"
"CONV Sale",1777,153000,44,"199","GRIXDALE",45128,"single family","199 GRIXDALE"
"CONV Sale",1091,170000,4,"4118","GRAYTON",45128,"single family","4118 GRAYTON"
"Cash Sale",1635,175000,15,"18664","GREENLAWN",45128,"single family","18664 GREENLAWN"
"FHA Sale",2854,310000,42,"18644","MUIRLAND",45128,"single family","18644 MUIRLAND"
"VA Sale",2045,320500,17,"17158","FAIRFIELD",45128,"single family","17158 FAIRFIELD"
"CONV Sale",3007,355000,49,"645","VIRGINIA PARK",45128,"single family","645 VIRGINIA PARK"
"CONV Sale",1970,382000,54,"3466","FISCHER",45128,"single family","3466 FISCHER"
"CONV Sale",3545,460000,148,"2315","BOSTON",45128,"single family","2315 BOSTON"
"CONV Sale",2100,6e+05,6,"1658","LEVERETTE",45128,"single family","1658 LEVERETTE"
"Cash Sale",1230,29900,28,"14023","Rossini Dr",45131,"single family","14023 Rossini Dr"
"Cash Sale",779,38000,24,"18634","SHIAWASSEE",45131,"single family","18634 SHIAWASSEE"
"Cash Sale",1100,50000,32,"8825","WHITCOMB",45131,"single family","8825 WHITCOMB"
"Cash Sale",708,53000,6,"6218","ARTESIAN",45131,"single family","6218 ARTESIAN"
"CONV Sale",1165,70000,12,"11488","WAYBURN",45131,"single family","11488 WAYBURN"
"CONV Sale",1276,73000,12,"10030","HARTWELL",45131,"single family","10030 HARTWELL"
"FHA Sale",955,77000,7,"20112","HANNA",45131,"single family","20112 HANNA"
"CONV Sale",1269,84000,6,"16021","SARATOGA",45131,"single family","16021 SARATOGA"
"Cash Sale",1100,90000,40,"3605","Outer",45131,"single family","3605 Outer"
"CONV Sale",1748,120000,184,"16853","Stoepel",45131,"single family","16853 Stoepel"
"CONV Sale",1200,122500,42,"18619","INDIANA",45131,"single family","18619 INDIANA"
"CONV Sale",1616,220000,4,"8114","ESPER",45131,"single family","8114 ESPER"
"CONV Sale",3328,510000,33,"1731","ATKINSON",45131,"single family","1731 ATKINSON"
"Cash Sale",921,33000,81,"16220","CORAM",45132,"single family","16220 CORAM"
"Cash Sale",520,35000,42,"19979","LUMPKIN",45132,"single family","19979 LUMPKIN"
"Cash Sale",1324,64000,6,"16677","STRATHMOOR",45132,"single family","16677 STRATHMOOR"
"CONV Sale",912,125000,14,"6463","DIVERSEY",45132,"single family","6463 DIVERSEY"
"Cash Sale",1278,145000,1,"2375","Stair",45132,"single family","2375 Stair"
"CONV Sale",1275,155000,20,"14838","VAUGHAN",45132,"single family","14838 VAUGHAN"
"VA Sale",1335,175000,5,"19338","FREELAND",45132,"single family","19338 FREELAND"
"CONV Sale",1410,180000,5,"4201","Grayton",45132,"single family","4201 Grayton"
"Cash Sale",1548,160000,17,"17418","Santa Rosa Drive",45133,"single family","17418 Santa Rosa Drive"
"CONV Sale",1678,212000,33,"3160","WOODS",45133,"single family","3160 WOODS"
"CONV Sale",8000,345000,37,"13910","LITTLEFIELD",44929,"multi family","13910 LITTLEFIELD"
"Cash Sale",2600,35000,105,"3728","Blaine",44930,"multi family","3728 Blaine"
"Cash Sale",2099,70000,21,"14280","FREELAND",44930,"multi family","14280 FREELAND"
"Other Sale",1950,1e+05,24,"16833","GRIGGS",44930,"multi family","16833 GRIGGS"
"CONV Sale",2254,309000,5,"1372","SEWARD",44930,"multi family","1372 SEWARD"
"Cash Sale",2600,66000,25,"3792","CLEMENTS",44931,"multi family","3792 CLEMENTS"
"CONV Sale",2314,78500,60,"15787","LINWOOD",44931,"multi family","15787 LINWOOD"
"Cash Sale",1924,19000,11,"3459-3461","PRESTON",44932,"multi family","3459-3461 PRESTON"
"Other Sale",3304,55000,8,"2059","CALVERT",44932,"multi family","2059 CALVERT"
"CONV Sale",2054,73000,9,"15436","STEEL",44932,"multi family","15436 STEEL"
"Contract",2608,150000,62,"5114","HAVERHILL",44935,"multi family","5114 HAVERHILL"
"CONV Sale",2526,115500,210,"14650","RUTHERFORD",44936,"multi family","14650 RUTHERFORD"
"Contract",2126,152000,63,"1093","MCKINSTRY",44937,"multi family","1093 MCKINSTRY"
"Cash Sale",3640,350000,39,"1565","GRAND",44937,"multi family","1565 GRAND"
"FHA 203K",2362,59000,179,"631","MANISTIQUE",44938,"multi family","631 MANISTIQUE"
"Cash Sale",3422,70000,63,"157","WESTMINSTER",44938,"multi family","157 WESTMINSTER"
"Cash Sale",2933,77500,3,"2402","SHERIDAN",44938,"multi family","2402 SHERIDAN"
"Cash Sale",2600,83500,27,"3311-13","GRAND",44938,"multi family","3311-13 GRAND"
"CONV Sale",1722,90000,16,"16846","SANTA ROSA",44938,"multi family","16846 SANTA ROSA"
"CONV Sale",2559,130000,8,"17523","SANTA ROSA",44938,"multi family","17523 SANTA ROSA"
"Cash Sale",3168,130000,42,"17215","GREENLAWN",44939,"multi family","17215 GREENLAWN"
"CONV Sale",878,170000,0,"21784-21786","MOROSS",44939,"multi family","21784-21786 MOROSS"
"FHA Sale",2109,2e+05,85,"900","PHILIP",44939,"multi family","900 PHILIP"
"CONV Sale",1368,90000,44,"8055","GARTNER",44943,"multi family","8055 GARTNER"
"FHA Sale",2112,143000,127,"892","NAVAHOE",44945,"multi family","892 NAVAHOE"
"Cash Sale",2304,45000,20,"1980 and 1982","GRAND",44946,"multi family","1980 and 1982 GRAND"
"Cash Sale",2096,73000,0,"6377","MAJESTIC",44946,"multi family","6377 MAJESTIC"
"CONV Sale",2277,96000,43,"10343","CROCUSLAWN",44946,"multi family","10343 CROCUSLAWN"
"CONV Sale",2534,133790,14,"1215","Lawrence",44946,"multi family","1215 Lawrence"
"VA Sale",2389,185000,8,"8286","KENTUCKY",44951,"multi family","8286 KENTUCKY"
"Cash Sale",1020,25000,29,"16550","LILAC",44953,"multi family","16550 LILAC"
"Cash Sale",2598,70000,6,"3290","TUXEDO",44953,"multi family","3290 TUXEDO"
"CONV Sale",2324,110000,136,"14907","FORRER",44953,"multi family","14907 FORRER"
"CONV Sale",2122,112500,18,"12054","CLOVERLAWN",44953,"multi family","12054 CLOVERLAWN"
"Cash Sale",844,163500,70,"21635-39","MOROSS",44956,"multi family","21635-39 MOROSS"
"Cash Sale",8500,425000,130,"1887","GRAND",44956,"multi family","1887 GRAND"
"Cash Sale",1694,18000,34,"17227","BEAVERLAND",44957,"multi family","17227 BEAVERLAND"
"Cash Sale",1200,99900,80,"2515","SHARON",44957,"multi family","2515 SHARON"
"Cash Sale",963,42000,52,"14221","CURTIS",44958,"multi family","14221 CURTIS"
"Contract",2322,55000,30,"5145","ELMHURST",44958,"multi family","5145 ELMHURST"
"Cash Sale",2016,36000,84,"8084","MANILA",44959,"multi family","8084 MANILA"
"Cash Sale",3720,5000,877,"3725","ATKINSON",44960,"multi family","3725 ATKINSON"
"Cash Sale",1429,22000,22,"15865","CLOVERLAWN",44960,"multi family","15865 CLOVERLAWN"
